"Chiapas","GENERAL",2004,"DIEZ.A.CATORCE",458
"Chihuahua","GENERAL",2004,"DIEZ.A.CATORCE",779
"Distrito Federal","GENERAL",2004,"DIEZ.A.CATORCE",2624
"Durango","GENERAL",2004,"DIEZ.A.CATORCE",406
"Guanajuato","GENERAL",2004,"DIEZ.A.CATORCE",1042
"Guerrero","GENERAL",2004,"DIEZ.A.CATORCE",800
"Hidalgo","GENERAL",2004,"DIEZ.A.CATORCE",763
"Jalisco","GENERAL",2004,"DIEZ.A.CATORCE",1254
"Mexico","GENERAL",2004,"DIEZ.A.CATORCE",3167
"Michoacan","GENERAL",2004,"DIEZ.A.CATORCE",747
"Morelos","GENERAL",2004,"DIEZ.A.CATORCE",328
"Nayarit","GENERAL",2004,"DIEZ.A.CATORCE",156
"Nuevo Leon","GENERAL",2004,"DIEZ.A.CATORCE",650
"Oaxaca","GENERAL",2004,"DIEZ.A.CATORCE",621
"Puebla","GENERAL",2004,"DIEZ.A.CATORCE",1690
"Queretaro","GENERAL",2004,"DIEZ.A.CATORCE",290
"Quintana Roo","GENERAL",2004,"DIEZ.A.CATORCE",286
"San Luis Potosi","GENERAL",2004,"DIEZ.A.CATORCE",758
"Sinaloa","GENERAL",2004,"DIEZ.A.CATORCE",237
"Sonora","GENERAL",2004,"DIEZ.A.CATORCE",198
"Tabasco","GENERAL",2004,"DIEZ.A.CATORCE",296
"Tamaulipas","GENERAL",2004,"DIEZ.A.CATORCE",481
"Tlaxcala","GENERAL",2004,"DIEZ.A.CATORCE",321
"Veracruz","GENERAL",2004,"DIEZ.A.CATORCE",1287
"Yucatan","GENERAL",2004,"DIEZ.A.CATORCE",426
"Zacatecas","GENERAL",2004,"DIEZ.A.CATORCE",197
"Aguascalientes","GENERAL",2004,"QUINCE.A.DIECINUEVE",68
"Baja California","GENERAL",2004,"QUINCE.A.DIECINUEVE",132
"Baja California Sur","GENERAL",2004,"QUINCE.A.DIECINUEVE",44
"Campeche","GENERAL",2004,"QUINCE.A.DIECINUEVE",88
"Coahuila","GENERAL",2004,"QUINCE.A.DIECINUEVE",149
"Colima","GENERAL",2004,"QUINCE.A.DIECINUEVE",49
"Chiapas","GENERAL",2004,"QUINCE.A.DIECINUEVE",220
"Chihuahua","GENERAL",2004,"QUINCE.A.DIECINUEVE",327
"Distrito Federal","GENERAL",2004,"QUINCE.A.DIECINUEVE",2089
"Durango","GENERAL",2004,"QUINCE.A.DIECINUEVE",160
"Guanajuato","GENERAL",2004,"QUINCE.A.DIECINUEVE",450
"Guerrero","GENERAL",2004,"QUINCE.A.DIECINUEVE",380
"Hidalgo","GENERAL",2004,"QUINCE.A.DIECINUEVE",450
"Jalisco","GENERAL",2004,"QUINCE.A.DIECINUEVE",634
"Mexico","GENERAL",2004,"QUINCE.A.DIECINUEVE",1971
"Michoacan","GENERAL",2004,"QUINCE.A.DIECINUEVE",341
"Morelos","GENERAL",2004,"QUINCE.A.DIECINUEVE",198
"Nayarit","GENERAL",2004,"QUINCE.A.DIECINUEVE",71
"Nuevo Leon","GENERAL",2004,"QUINCE.A.DIECINUEVE",336
"Oaxaca","GENERAL",2004,"QUINCE.A.DIECINUEVE",367
"Puebla","GENERAL",2004,"QUINCE.A.DIECINUEVE",1058
"Queretaro","GENERAL",2004,"QUINCE.A.DIECINUEVE",137
"Quintana Roo","GENERAL",2004,"QUINCE.A.DIECINUEVE",120
"San Luis Potosi","GENERAL",2004,"QUINCE.A.DIECINUEVE",389
"Sinaloa","GENERAL",2004,"QUINCE.A.DIECINUEVE",123
"Sonora","GENERAL",2004,"QUINCE.A.DIECINUEVE",85
"Tabasco","GENERAL",2004,"QUINCE.A.DIECINUEVE",169
"Tamaulipas","GENERAL",2004,"QUINCE.A.DIECINUEVE",246
"Tlaxcala","GENERAL",2004,"QUINCE.A.DIECINUEVE",217
"Veracruz","GENERAL",2004,"QUINCE.A.DIECINUEVE",656
"Yucatan","GENERAL",2004,"QUINCE.A.DIECINUEVE",265
"Zacatecas","GENERAL",2004,"QUINCE.A.DIECINUEVE",98
"Aguascalientes","GENERAL",2004,"VEINTE.A.VEINTICUATRO",55
"Baja California","GENERAL",2004,"VEINTE.A.VEINTICUATRO",103
"Baja California Sur","GENERAL",2004,"VEINTE.A.VEINTICUATRO",51
"Campeche","GENERAL",2004,"VEINTE.A.VEINTICUATRO",77
"Coahuila","GENERAL",2004,"VEINTE.A.VEINTICUATRO",121
"Colima","GENERAL",2004,"VEINTE.A.VEINTICUATRO",32
"Chiapas","GENERAL",2004,"VEINTE.A.VEINTICUATRO",267
"Chihuahua","GENERAL",2004,"VEINTE.A.VEINTICUATRO",239
"Distrito Federal","GENERAL",2004,"VEINTE.A.VEINTICUATRO",1659
"Durango","GENERAL",2004,"VEINTE.A.VEINTICUATRO",130
"Guanajuato","GENERAL",2004,"VEINTE.A.VEINTICUATRO",383
"Guerrero","GENERAL",2004,"VEINTE.A.VEINTICUATRO",253
"Hidalgo","GENERAL",2004,"VEINTE.A.VEINTICUATRO",298
"Jalisco","GENERAL",2004,"VEINTE.A.VEINTICUATRO",528
"Mexico","GENERAL",2004,"VEINTE.A.VEINTICUATRO",1523
"Michoacan","GENERAL",2004,"VEINTE.A.VEINTICUATRO",261
"Morelos","GENERAL",2004,"VEINTE.A.VEINTICUATRO",157
"Nayarit","GENERAL",2004,"VEINTE.A.VEINTICUATRO",50
"Nuevo Leon","GENERAL",2004,"VEINTE.A.VEINTICUATRO",326
"Oaxaca","GENERAL",2004,"VEINTE.A.VEINTICUATRO",284
"Puebla","GENERAL",2004,"VEINTE.A.VEINTICUATRO",958
"Queretaro","GENERAL",2004,"VEINTE.A.VEINTICUATRO",131
"Quintana Roo","GENERAL",2004,"VEINTE.A.VEINTICUATRO",141
"San Luis Potosi","GENERAL",2004,"VEINTE.A.VEINTICUATRO",248
"Sinaloa","GENERAL",2004,"VEINTE.A.VEINTICUATRO",78
"Sonora","GENERAL",2004,"VEINTE.A.VEINTICUATRO",45
"Tabasco","GENERAL",2004,"VEINTE.A.VEINTICUATRO",143
"Tamaulipas","GENERAL",2004,"VEINTE.A.VEINTICUATRO",251
"Tlaxcala","GENERAL",2004,"VEINTE.A.VEINTICUATRO",171
"Veracruz","GENERAL",2004,"VEINTE.A.VEINTICUATRO",547
"Yucatan","GENERAL",2004,"VEINTE.A.VEINTICUATRO",225
"Zacatecas","GENERAL",2004,"VEINTE.A.VEINTICUATRO",66
"Aguascalientes","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",118
"Baja California","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",317
"Baja California Sur","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",146
"Campeche","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",221
"Coahuila","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",331
"Colima","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",130
"Chiapas","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",649
"Chihuahua","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",849
"Distrito Federal","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",4643
"Durango","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",358
"Guanajuato","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",1026
"Guerrero","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",795
"Hidalgo","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",1067
"Jalisco","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",1507
"Mexico","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",4319
"Michoacan","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",742
"Morelos","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",395
"Nayarit","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",161
"Nuevo Leon","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",710
"Oaxaca","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",920
"Puebla","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",2313
"Queretaro","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",359
"Quintana Roo","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",430
"San Luis Potosi","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",755
"Sinaloa","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",304
"Sonora","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",183
"Tabasco","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",388
"Tamaulipas","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",677
"Tlaxcala","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",393
"Veracruz","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",1739
"Yucatan","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",464
"Zacatecas","GENERAL",2004,"VEINTICINCO.A.CUARENTAYCUATRO",207
"Aguascalientes","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",11
"Baja California","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",54
"Baja California Sur","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",31
"Campeche","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",40
"Coahuila","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",72
"Colima","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",21
"Chiapas","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",155
"Chihuahua","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",165
"Distrito Federal","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",858
"Durango","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",83
"Guanajuato","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",217
"Guerrero","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",165
"Hidalgo","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",226
"Jalisco","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",272
"Mexico","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",853
"Michoacan","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",159
"Morelos","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",74
"Nayarit","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",39
"Nuevo Leon","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",149
"Oaxaca","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",208
"Puebla","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",485
"Queretaro","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",50
"Quintana Roo","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",71
"San Luis Potosi","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",153
"Sinaloa","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",81
"Sonora","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",41
"Tabasco","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",83
"Tamaulipas","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",129
"Tlaxcala","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",79
"Veracruz","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",388
"Yucatan","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",85
"Zacatecas","GENERAL",2004,"CUARENTAYCINCO.A.CUARENTAYNUEVE",53
"Aguascalientes","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",37
"Baja California","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",87
"Baja California Sur","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",40
"Campeche","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",51
"Coahuila","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",83
"Colima","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",44
"Chiapas","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",190
"Chihuahua","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",256
"Distrito Federal","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",1311
"Durango","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",120
"Guanajuato","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",322
"Guerrero","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",299
"Hidalgo","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",386
"Jalisco","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",434
"Mexico","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",1207
"Michoacan","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",254
"Morelos","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",136
"Nayarit","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",48
"Nuevo Leon","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",186
"Oaxaca","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",349
"Puebla","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",731
"Queretaro","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",108
"Quintana Roo","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",98
"San Luis Potosi","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",279
"Sinaloa","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",120
"Sonora","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",63
"Tabasco","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",98
"Tamaulipas","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",191
"Tlaxcala","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",117
"Veracruz","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",593
"Yucatan","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",186
"Zacatecas","GENERAL",2004,"CINCUENTA.A.CINCUENTAYNUEVE",74
"Aguascalientes","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",10
"Baja California","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",40
"Baja California Sur","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",19
"Campeche","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",16
"Coahuila","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",44
"Colima","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",19
"Chiapas","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",72
"Chihuahua","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",99
"Distrito Federal","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",549
"Durango","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",104
"Guanajuato","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",173
"Guerrero","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",163
"Hidalgo","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",197
"Jalisco","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",194
"Mexico","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",513
"Michoacan","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",124
"Morelos","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",68
"Nayarit","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",22
"Nuevo Leon","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",114
"Oaxaca","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",244
"Puebla","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",333
"Queretaro","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",37
"Quintana Roo","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",29
"San Luis Potosi","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",128
"Sinaloa","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",56
"Sonora","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",44
"Tabasco","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",56
"Tamaulipas","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",96
"Tlaxcala","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",69
"Veracruz","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",292
"Yucatan","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",77
"Zacatecas","GENERAL",2004,"SESENTA.A.SESENTAYCUATRO",39
"Aguascalientes","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",28
"Baja California","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",69
"Baja California Sur","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",17
"Campeche","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",43
"Coahuila","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",98
"Colima","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",28
"Chiapas","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",148
"Chihuahua","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",233
"Distrito Federal","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",1040
"Durango","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",134
"Guanajuato","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",396
"Guerrero","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",365
"Hidalgo","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",390
"Jalisco","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",443
"Mexico","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",934
"Michoacan","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",362
"Morelos","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",175
"Nayarit","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",67
"Nuevo Leon","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",192
"Oaxaca","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",501
"Puebla","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",813
"Queretaro","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",109
"Quintana Roo","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",78
"San Luis Potosi","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",368
"Sinaloa","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",101
"Sonora","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",60
"Tabasco","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",96
"Tamaulipas","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",185
"Tlaxcala","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",150
"Veracruz","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",622
"Yucatan","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",135
"Zacatecas","GENERAL",2004,"MAYOR.A.SESENTAYCINCO",100
"Aguascalientes","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",0
"Baja California","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Baja California Sur","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",0
"Campeche","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Coahuila","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",4
"Colima","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",2
"Chiapas","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",4
"Chihuahua","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Distrito Federal","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",3
"Durango","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Guanajuato","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",9
"Guerrero","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",5
"Hidalgo","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Jalisco","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",3
"Mexico","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",3
"Michoacan","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",1
"Morelos","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",4
"Nayarit","GENERAL",2004,"NO.SE.REPORTO.LA.EDAD",0
